authors	year	document_type	open_access	source_title	language	addresses	affiliations	source	Type of Paper 	Relevant to the manuscript?	Why (if not)	If other please describe 
Tilley A.; Strindberg S.	2013	Article	NA	Aquatic Conservation: Marine and Freshwater Ecosystems	English	Tilley A. School of Ocean Sciences Bangor University Menai Bridge LL58 8AB United Kingdom; Strindberg S. Wildlife Conservation Society Bronx NY 10460 United States	School of Ocean Sciences Bangor University Menai Bridge LL58 8AB United Kingdom; Wildlife Conservation Society Bronx NY 10460 United States	Scopus				
Gischler E.; Heindel K.; Birgel D.; Brunner B.; Reitner J.; Peckmann J.	2017	Article	NA	Palaeogeography Palaeoclimatology Palaeoecology	English	Gischler E. Institut für Geowissenschaften J.W. Goethe-Universität Altenhöferallee 1 Frankfurt am Main 60438 Germany; Heindel K. Department für Geodynamik und Sedimentologie Universität Wien Althanstraße 14 Wien 1090 Austria GeoZentrum Nordbayern Fachgruppe Paläoumwelt Universität Erlangen-Nürnberg Loewenichstraße 28 Erlangen 91054 Germany; Birgel D. Institut für Geologie Universität Hamburg Bundesstraße 55 Hamburg 20146 United States; Brunner B. Department of Geological Sciences University of Texas El Paso 79902 TX United States; Reitner J. Geobiologie GZG Universität Göttingen Goldschmidtstraße 3 Göttingen 37077 Germany; Peckmann J. Department für Geodynamik und Sedimentologie Universität Wien Althanstraße 14 Wien 1090 Austria Institut für Geologie Universität Hamburg Bundesstraße 55 Hamburg 20146 United States	Institut für Geowissenschaften J.W. Goethe-Universität Altenhöferallee 1 Frankfurt am Main 60438 Germany; Department für Geodynamik und Sedimentologie Universität Wien Althanstraße 14 Wien 1090 Austria; GeoZentrum Nordbayern Fachgruppe Paläoumwelt Universität Erlangen-Nürnberg Loewenichstraße 28 Erlangen 91054 Germany; Institut für Geologie Universität Hamburg Bundesstraße 55 Hamburg 20146 United States; Department of Geological Sciences University of Texas El Paso 79902 TX United States; Geobiologie GZG Universität Göttingen Goldschmidtstraße 3 Göttingen 37077 Germany	Scopus				
Chollett I.; Mumby P.J.	2012	Article	NA	Coral Reefs	English	Chollett I. Marine Spatial Ecology Lab College of Life and Environmental Sciences University of Exeter Exeter United Kingdom Marine Spatial Ecology Lab School of Biological Sciences University of Queensland Brisbane Australia; Mumby P.J. Marine Spatial Ecology Lab College of Life and Environmental Sciences University of Exeter Exeter United Kingdom Marine Spatial Ecology Lab School of Biological Sciences University of Queensland Brisbane Australia	Marine Spatial Ecology Lab College of Life and Environmental Sciences University of Exeter Exeter United Kingdom; Marine Spatial Ecology Lab School of Biological Sciences University of Queensland Brisbane Australia	Scopus				
McClanahan T.R.; Muthiga N.A.; Coleman R.A.	2011	Article	NA	Aquatic Conservation: Marine and Freshwater Ecosystems	English	McClanahan T.R. Wildlife Conservation Society Marine Programs Bronx NY 10460 2300 Southern Boulevard United States; Muthiga N.A. Wildlife Conservation Society Marine Programs Belize Belize City P.O. Box 768 1755 Coney Drive United States; Coleman R.A. Wildlife Conservation Society Marine Programs Belize Belize City P.O. Box 768 1755 Coney Drive United States	Wildlife Conservation Society Marine Programs Bronx NY 10460 2300 Southern Boulevard United States; Wildlife Conservation Society Marine Programs Belize Belize City P.O. Box 768 1755 Coney Drive United States	Scopus				
Bland L.M.; Regan T.J.; Dinh M.N.; Ferrari R.; Keith D.A.; Lester R.; Mouillot D.; Murray N.J.; Nguyen H.A.; Nicholson E.	2017	Article	All Open Access; Green Open Access; Hybrid Gold Open Access	Proceedings of the Royal Society B: Biological Sciences	English	Bland L.M. Deakin University Australia School of Life and Environmental Sciences Centre for Integrative Ecology Burwood 3121 VIC Australia School of BioSciences The University of Melbourne Parkville 3010 VIC Australia; Regan T.J. The Arthur Rylah Institute for Environmental Research Department of Environment Land Water and Planning 123 Brown Street Heidelberg 3084 VIC Australia; Dinh M.N. Research Computing Centre University of Queensland St Lucia 4072 QLD Australia; Ferrari R. Coastal and Marine Ecosystems Group School of Life and Environmental Sciences The University of Sydney Sydney NSW Australia; Keith D.A. Centre for Ecosystem Science School of Biological Earth and Environmental Science University of New South Wales Kensington 2052 NSW Australia New South Wales Office of Environment and Heritage Hurstville 2220 NSW Australia Long Term Ecological Research Network Terrestrial Ecosystem Research Network Australian National University Canberra 0200 Australian Capital Territory Australia; Lester R. Deakin University Australia Centre for Regional and Rural Futures Geelong 3220 VIC Australia; Mouillot D. UMR 5119—Écologie des Systèmes marins côtiers Université Montpellier 2 Montpellier Cedex 5 France ARC Centre of Excellence for Coral Reef Studies James Cook University Townsville 4881 QLD Australia; Murray N.J. Centre for Ecosystem Science School of Biological Earth and Environmental Science University of New South Wales Kensington 2052 NSW Australia; Nguyen H.A. Research Computing Centre University of Queensland St Lucia 4072 QLD Australia; Nicholson E. Deakin University Australia School of Life and Environmental Sciences Centre for Integrative Ecology Burwood 3121 VIC Australia	Deakin University Australia School of Life and Environmental Sciences Centre for Integrative Ecology Burwood 3121 VIC Australia; School of BioSciences The University of Melbourne Parkville 3010 VIC Australia; The Arthur Rylah Institute for Environmental Research Department of Environment Land Water and Planning 123 Brown Street Heidelberg 3084 VIC Australia; Research Computing Centre University of Queensland St Lucia 4072 QLD Australia; Coastal and Marine Ecosystems Group School of Life and Environmental Sciences The University of Sydney Sydney NSW Australia; Centre for Ecosystem Science School of Biological Earth and Environmental Science University of New South Wales Kensington 2052 NSW Australia; New South Wales Office of Environment and Heritage Hurstville 2220 NSW Australia; Long Term Ecological Research Network Terrestrial Ecosystem Research Network Australian National University Canberra 0200 Australian Capital Territory Australia; Deakin University Australia Centre for Regional and Rural Futures Geelong 3220 VIC Australia; UMR 5119—Écologie des Systèmes marins côtiers Université Montpellier 2 Montpellier Cedex 5 France; ARC Centre of Excellence for Coral Reef Studies James Cook University Townsville 4881 QLD Australia	Scopus				
Chapman J.K.; Anderson L.G.; Gough C.L.A.; Harris A.R.	2016	Article	NA	Marine Policy	English	Chapman J.K. Blue Ventures Conservation 39-41 North Road London N7 9DP United Kingdom; Anderson L.G. Independent Researcher Bath United Kingdom; Gough C.L.A. Blue Ventures Conservation 39-41 North Road London N7 9DP United Kingdom; Harris A.R. Blue Ventures Conservation 39-41 North Road London N7 9DP United Kingdom	Blue Ventures Conservation 39-41 North Road London N7 9DP United Kingdom; Independent Researcher Bath United Kingdom	Scopus				
Ramos E.A.; Castelblanco-Martínez D.N.; Niño-Torres C.A.; Jenko K.; Gomez N.A.	2016	Article	NA	Aquatic Mammals	English	Ramos E.A. The Graduate Center Department of Psychology CUNY 365 Fifth Avenue New York 10016 NY United States Hunter College Department of Psychology CUNY 695 Park Avenue New York 10065 NY United States Oceanic Society 30 Sir Francis Drake Boulevard PO Box 437 Ross 94957 CA United States; Castelblanco-Martínez D.N. Consejo Nacional de Ciencia y Tecnología Universidad de Quintana Roo Departamento de Ciencias e Ingeniería Bulevar Bahía s/n esq. Ignacio Comonfort Del Bosque Chetumal Quintana Roo 77019 Mexico FINS (Fundación Internacional para la Naturaleza y la Sostenibilidad) Calle Larún Manzana 75 Lote 4 Andara Chetumal Quintana Roo 75014 Mexico; Niño-Torres C.A. FINS (Fundación Internacional para la Naturaleza y la Sostenibilidad) Calle Larún Manzana 75 Lote 4 Andara Chetumal Quintana Roo 75014 Mexico Universidad de Quintana Roo Departamento de Ciencias e Ingeniería Bulevar Bahía s/n esq. Ignacio Comonfort Del Bosque Chetumal Quintana Roo 77019 Mexico; Jenko K. Blue Ventures Level 2 Annex Omnibus Business Centre 39-41 North Road London N7 9DP United Kingdom; Gomez N.A. Wildlife Conservation Society PO Box 768 Belize	The Graduate Center Department of Psychology CUNY 365 Fifth Avenue New York 10016 NY United States; Hunter College Department of Psychology CUNY 695 Park Avenue New York 10065 NY United States; Oceanic Society 30 Sir Francis Drake Boulevard PO Box 437 Ross 94957 CA United States; Consejo Nacional de Ciencia y Tecnología Universidad de Quintana Roo Departamento de Ciencias e Ingeniería Bulevar Bahía s/n esq. Ignacio Comonfort Del Bosque Chetumal Quintana Roo 77019 Mexico; FINS (Fundación Internacional para la Naturaleza y la Sostenibilidad) Calle Larún Manzana 75 Lote 4 Andara Chetumal Quintana Roo 75014 Mexico; Universidad de Quintana Roo Departamento de Ciencias e Ingeniería Bulevar Bahía s/n esq. Ignacio Comonfort Del Bosque Chetumal Quintana Roo 77019 Mexico; Blue Ventures Level 2 Annex Omnibus Business Centre 39-41 North Road London N7 9DP United Kingdom; Wildlife Conservation Society PO Box 768 Belize	Scopus				
Caballero-Vázquez J.A.; Vega-Cendejas M.E.	2012	Article	All Open Access; Gold Open Access; Green Open Access	Neotropical Ichthyology	English	Caballero-Vázquez J.A. Centro de Investigacion y de Estudios Avanzados del Instituto Politecnico Nacional (CINVESTAV) 97310 Mérida Yucatán Unidad Mérida A.P. 73 Mexico Centro de Investigaciones Científicas de Yucatán (CICY) Unidad de Ciencias del Agua Quintana Roo CP 77524 Cancún Mexico; Vega-Cendejas M.E. Centro de Investigacion y de Estudios Avanzados del Instituto Politecnico Nacional (CINVESTAV) 97310 Mérida Yucatán Unidad Mérida A.P. 73 Mexico	Centro de Investigacion y de Estudios Avanzados del Instituto Politecnico Nacional (CINVESTAV) 97310 Mérida Yucatán Unidad Mérida A.P. 73 Mexico; Centro de Investigaciones Científicas de Yucatán (CICY) Unidad de Ciencias del Agua Quintana Roo CP 77524 Cancún Mexico	Scopus				
Machkour-M’Rabet S.; Cruz-Medina J.; García-De León F.J.; De Jesús-Navarrete A.; Hénaut Y.	2017	Article	NA	Coral Reefs	English	Machkour-M’Rabet S. Grupo Académico Interacción Adaptación y Biodiversidad El Colegio de la Frontera Sur (ECOSUR) Avenida Centenario Km 5.5 AP 424 Chetumal 77014 Quintana Roo Mexico; Cruz-Medina J. Grupo Académico Interacción Adaptación y Biodiversidad El Colegio de la Frontera Sur (ECOSUR) Avenida Centenario Km 5.5 AP 424 Chetumal 77014 Quintana Roo Mexico; García-De León F.J. Laboratorio de Genética para la Conservación Centro de Investigaciones Biológicas del Noroeste (CIBNOR) S.C. Ave. Instituto Politécnico Nacional No. 195 Col. Playa Palo de Santa Rita La Paz 23096 Baja California Sur Mexico; De Jesús-Navarrete A. Estructura y Función del Bentos El Colegio de la Frontera Sur (ECOSUR) Avenida Centenario Km 5.5 AP 424 Chetumal 77014 Quintana Roo Mexico; Hénaut Y. Grupo Académico Interacción Adaptación y Biodiversidad El Colegio de la Frontera Sur (ECOSUR) Avenida Centenario Km 5.5 AP 424 Chetumal 77014 Quintana Roo Mexico	Grupo Académico Interacción Adaptación y Biodiversidad El Colegio de la Frontera Sur (ECOSUR) Avenida Centenario Km 5.5 AP 424 Chetumal 77014 Quintana Roo Mexico; Laboratorio de Genética para la Conservación Centro de Investigaciones Biológicas del Noroeste (CIBNOR) S.C. Ave. Instituto Politécnico Nacional No. 195 Col. Playa Palo de Santa Rita La Paz 23096 Baja California Sur Mexico; Estructura y Función del Bentos El Colegio de la Frontera Sur (ECOSUR) Avenida Centenario Km 5.5 AP 424 Chetumal 77014 Quintana Roo Mexico	Scopus				
Hernández-Landa R.C.; Acosta-González G.; Núñez-Lara E.; Arias-González J.E.	2015	Article	NA	Marine Ecology	English	Hernández-Landa R.C. Centro de Investigación y Estudios Avanzados del I.P.N-Unidad Mérida Yucatán Mexico; Acosta-González G. Centro de Investigación y Estudios Avanzados del I.P.N-Unidad Mérida Yucatán Mexico; Núñez-Lara E. Facultad de Ciencias Naturales Universidad Autónoma del Carmen Ciudad del Carmen Campeche Mexico; Arias-González J.E. Centro de Investigación y Estudios Avanzados del I.P.N-Unidad Mérida Yucatán Mexico	Centro de Investigación y Estudios Avanzados del I.P.N-Unidad Mérida Yucatán Mexico; Facultad de Ciencias Naturales Universidad Autónoma del Carmen Ciudad del Carmen Campeche Mexico	Scopus				
Andrade H.; Santos J.; Ixquiac M.J.	2015	Article	All Open Access; Bronze Open Access; Green Open Access	Marine Ecology Progress Series	English	Andrade H. Norwegian College of Fishery Science University of Tromsø Tromsø 9037 Norway Akvaplan-niva AS Framsenteret Tromsø 9296 Norway; Santos J. Norwegian College of Fishery Science University of Tromsø Tromsø 9037 Norway; Ixquiac M.J. Centro de Estudios Del Mar y Acuicultura Universidad de San Carlos de Guatemala Guatemala 01012 Guatemala	Norwegian College of Fishery Science University of Tromsø Tromsø 9037 Norway; Akvaplan-niva AS Framsenteret Tromsø 9296 Norway; Centro de Estudios Del Mar y Acuicultura Universidad de San Carlos de Guatemala Guatemala 01012 Guatemala	Scopus				
